Year,Geography,Geographic Area Name,Households Estimate Total,Families Estimate Total,Married-Couple Families Estimate Total,Nonfamily Households Estimate Total,"Households Estimate Less Than $10,000","Families Estimate Less Than $10,000","Married-Couple Families Estimate Less Than $10,000","Nonfamily Households Estimate Less Than $10,000","Households Estimate $10,000 To $14,999","Families Estimate $10,000 To $14,999","Married-Couple Families Estimate $10,000 To $14,999","Nonfamily Households Estimate $10,000 To $14,999","Households Estimate $15,000 To $24,999","Families Estimate $15,000 To $24,999","Married-Couple Families Estimate $15,000 To $24,999","Nonfamily Households Estimate $15,000 To $24,999","Households Estimate $25,000 To $34,999","Families Estimate $25,000 To $34,999","Married-Couple Families Estimate $25,000 To $34,999","Nonfamily Households Estimate $25,000 To $34,999","Households Estimate $35,000 To $49,999","Families Estimate $35,000 To $49,999","Married-Couple Families Estimate $35,000 To $49,999","Nonfamily Households Estimate $35,000 To $49,999","Households Estimate $50,000 To $74,999","Families Estimate $50,000 To $74,999","Married-Couple Families Estimate $50,000 To $74,999","Nonfamily Households Estimate $50,000 To $74,999","Households Estimate $75,000 To $99,999","Families Estimate $75,000 To $99,999","Married-Couple Families Estimate $75,000 To $99,999","Nonfamily Households Estimate $75,000 To $99,999","Households Estimate $100,000 To $149,999","Families Estimate $100,000 To $149,999","Married-Couple Families Estimate $100,000 To $149,999","Nonfamily Households Estimate $100,000 To $149,999","Households Estimate $150,000 To $199,999","Families Estimate $150,000 To $199,999","Married-Couple Families Estimate $150,000 To $199,999","Nonfamily Households Estimate $150,000 To $199,999","Households Estimate $200,000 Or More","Families Estimate $200,000 Or More","Married-Couple Families Estimate $200,000 Or More","Nonfamily Households Estimate $200,000 Or More",Households Estimate Median Income (Dollars),Families Estimate Median Income (Dollars),Married-Couple Families Estimate Median Income (Dollars),Nonfamily Households Estimate Median Income (Dollars),Households Estimate Mean Income (Dollars),Families Estimate Mean Income (Dollars),Married-Couple Families Estimate Mean Income (Dollars),Nonfamily Households Estimate Mean Income (Dollars),Households Estimate Percent Imputed Household Income In The Past 12 Months,Families Estimate Percent Imputed Household Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Household Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Household Income In The Past 12 Months,Households Estimate Percent Imputed Family Income In The Past 12 Months,Families Estimate Percent Imputed Family Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Family Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Family Income In The Past 12 Months,Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months
2018,0400000US16,Idaho,618331,6.2,4.8,10.3,10.7,14.9,20.2,12.4,12.8,4.1,3.6,53089,70620,30.9,(X),(X),418688,335422,199643,3.4,1.7,13.4,2.5,1.5,10,6.7,4.5,18.6,9.1,7.5,14.6,14.3,13.2,15.9,22.5,23.6,14.6,15,17,6.1,16.2,18.9,4.6,5.4,6.4,1.1,4.8,5.7,1,64723,72337,30465,82865,91887,41834,(X),(X),(X),30.6,(X),(X),(X),(X),30.3
2018,0400000US17,Illinois,4830038,6.5,4,8.9,8.6,12,17.2,12.7,15.6,6.9,7.6,63575,88857,34.7,(X),(X),3117333,2300306,1712705,3.8,1.2,12.5,2.3,1,7.6,6,3.4,14.9,7,5,12.1,10.9,9.3,13.9,17.3,16.9,16.6,14.2,15.6,9.3,19.2,22.9,8,9.2,11.5,2.5,10.2,13.2,2.5,79747,95797,37598,105865,123608,54841,(X),(X),(X),35.799999999999997,(X),(X),(X),(X),31.3
2018,0400000US18,Indiana,2553818,6.3,4.6,10.3,10.5,14.3,19.3,13.1,13.3,4.4,3.8,54325,71912,32.2,(X),(X),1668393,1238730,885425,4,1.3,12.2,2.5,1,9,6.5,3.6,18.1,8.2,6,15.2,13.3,11.7,16.5,20.8,21.7,15.6,16.1,18.8,6.6,17.4,21.5,4.7,6,7.7,1.1,5.2,6.6,1,68054,80771,31727,85472,99169,43282,(X),(X),(X),32,(X),(X),(X),(X),30.9
2018,0400000US19,Iowa,1256855,5.5,4.4,9.5,9.6,13.7,19.3,14.2,14.7,4.9,4.2,58580,75951,32.6,(X),(X),800510,634021,456345,2.9,1,10.9,2,0.9,9.1,5.4,3.1,17.5,7.1,5.2,14.6,12.3,10.4,16.5,20.4,20.6,16.8,17.5,19.7,7.3,19.6,23.4,4.8,6.9,8.4,1.1,5.9,7.1,1.2,74794,85265,33108,91704,103190,45352,(X),(X),(X),31.9,(X),(X),(X),(X),32.6
2018,0400000US20,Kansas,1124549,5.8,4.4,9.4,10.2,14,18.9,13.1,14.2,5.2,4.9,57422,77509,31.3,(X),(X),731657,571526,392892,3,1.1,12.1,2.3,1,9,5.7,3.2,17.1,7.9,5.9,15.1,12.5,10.9,16.8,20,20.5,16,15.9,18,6.8,18.8,22.4,4.7,7.2,8.7,1.3,6.7,8.3,1.2,73222,84567,32437,93587,106111,44653,(X),(X),(X),31.2,(X),(X),(X),(X),30
2018,0400000US21,Kentucky,1728681,8.8,6.1,11.5,10.9,14.1,17.8,11.6,11.9,3.9,3.5,48392,67110,33,(X),(X),1135709,836598,592972,5.7,2.3,16.3,3.6,2,11.2,8.6,5.7,17.8,9.5,7.8,13.9,13.5,12.7,14.9,19.3,20.5,14,14.1,16.7,5.8,15.6,19.5,4,5.3,6.8,1,4.8,6.1,1.1,61059,73808,27998,79553,92564,40583,(X),(X),(X),33.299999999999997,(X),(X),(X),(X),31.1
2018,0400000US22,Louisiana,1736021,9.6,6.2,12.2,10.7,12.9,16.2,10.9,12.3,4.7,4.3,47942,68823,37,(X),(X),1113951,751595,622070,6,1.8,17.4,3.8,1.6,11.1,9.5,5.4,17.6,9.3,7,13.2,12.6,11.5,13.6,17.5,18.7,13.2,12.9,15.7,6.4,16,21.3,4.9,6.4,8.8,1.4,5.9,8.2,1.2,61785,81100,27387,82523,101306,41550,(X),(X),(X),38.1,(X),(X),(X),(X),33.6
2018,0400000US23,Maine,556955,6.1,5.5,10.2,10,13.4,19,13.3,13.8,4.6,4.1,55425,73210,28.9,(X),(X),347959,272403,208996,3.1,1.1,12,2.5,1.3,11.1,6.1,4,17.8,8.6,6.9,13.1,12.4,11.2,15.2,20.7,20.9,15.6,16.5,18.7,7.1,18.2,21.5,5.2,6.3,7.6,1.3,5.6,6.8,1.5,70370,80674,31591,87523,98111,45780,(X),(X),(X),28.5,(X),(X),(X),(X),28.1
2018,0400000US24,Maryland,2192518,4.7,2.9,6,6.6,10,16,13.1,18.9,10.2,11.7,81868,107482,35.3,(X),(X),1466554,1053860,725964,2.7,0.9,9.7,1.7,0.7,5.7,3.9,2,11,5.4,3.5,9.9,8.5,6.3,13.5,14.7,12.8,18.8,13.5,13.5,11.7,21.7,24.4,12.1,12.6,15.6,4.3,15.4,20.3,3.3,99403,119293,50246,125351,146637,66365,(X),(X),(X),36.1,(X),(X),(X),(X),31.8
2018,0400000US25,Massachusetts,2601914,5.4,4.5,7.5,7,9.6,14.7,12,17.8,9.5,12,77378,106627,36.5,(X),(X),1651808,1224142,950106,3.2,1.1,10,2,0.9,9.1,4.7,2.5,13,5.6,3.7,10,8.4,6.5,12.1,13.9,12.4,16.2,12.8,13,10.2,21,24.1,11.1,12.2,15.1,4.2,16.1,20.7,4,98625,118379,43978,128072,149926,65194,(X),(X),(X),37.6,(X),(X),(X),(X),33.1
2018,0400000US26,Michigan,3909509,6.9,4.7,10.1,10.1,13.8,18.4,12.4,13.6,5.2,4.8,54938,75352,32.9,(X),(X),2514380,1851321,1395129,4.2,1.5,13,2.7,1.2,8.8,6.7,3.8,17.1,8,5.9,14.3,12.7,11.4,15.9,19.6,20.1,15.6,14.9,17,7.2,17.7,21.7,5.4,7.1,9.1,1.4,6.6,8.5,1.4,69691,83604,32341,90116,105046,45891,(X),(X),(X),33.1,(X),(X),(X),(X),31.3
2018,0400000US27,Minnesota,2167801,4.4,3.9,7.8,8.2,12.1,18,14,17.2,7.2,7.1,68411,90600,28.6,(X),(X),1395514,1103647,772287,2.3,0.8,9.1,1.6,0.7,8.4,4.4,2.6,14.6,6.1,4.2,12.7,10.3,8.4,16.1,17.7,17,18.3,16,17.2,9.5,22,25.4,7.5,9.8,11.7,2.1,9.8,12,1.9,86204,98622,39557,109028,122705,53432,(X),(X),(X),28.4,(X),(X),(X),(X),27.6
2018,0400000US28,Mississippi,1105576,10.2,6.9,12.9,11.4,14.1,16.9,11.2,10.4,3.3,2.7,43567,60640,36.8,(X),(X),740268,491943,365308,6.6,2.1,19,4.2,1.7,13.1,10.2,6,19.2,10.6,8.2,13.4,14,13.2,13.8,18.9,21.3,11.8,13.9,17.8,5,13.6,18.3,3.2,4.4,6.2,0.8,3.6,5.1,0.8,54933,71939,24171,71577,87760,35947,(X),(X),(X),38.1,(X),(X),(X),(X),32.6
2018,0400000US29,Missouri,2396271,6.6,4.9,10.4,10.6,14.4,18.6,12.5,13,4.7,4.4,53560,73145,32.9,(X),(X),1540575,1152270,855696,3.8,1.4,12.8,2.6,1.2,9.7,7.1,4.3,17.2,8.5,6.5,14.8,13.4,11.9,16.1,20,20.7,15,15.2,17.4,6.8,17,20.8,4.8,6.4,8.1,1.3,6,7.6,1.2,67612,80183,31596,87430,100712,44498,(X),(X),(X),33.299999999999997,(X),(X),(X),(X),30.6
2018,0400000US30,Montana,423240,6.4,5.3,10.6,11.1,14.4,19.1,12.2,12.6,4.3,4,52559,70959,33.6,(X),(X),260229,208772,163011,3.5,1.4,12,2.3,1.3,10.4,6.4,4.4,17.8,8.8,7.2,15.4,13.7,12.6,15.6,20.8,21.4,15.7,15.7,17.5,6.2,17.3,20.2,4.5,6.1,7.2,1.1,5.6,6.7,1.3,68139,76945,30987,86881,96335,43096,(X),(X),(X),33.6,(X),(X),(X),(X),32.4
2018,0400000US31,Nebraska,754063,5.4,4.2,9.2,9.8,13.8,19.3,13.7,15.1,5.1,4.5,59116,77278,32,(X),(X),484034,379707,270029,2.9,1.1,10.8,1.9,0.8,8.8,5.4,3.1,16.8,7.4,5.3,14.8,12.1,10.4,17.3,20.3,20.4,16.8,16.7,18.7,7.4,20.1,24,4.9,7.1,8.7,1.3,6.3,7.6,1.1,75123,86281,34072,93333,105412,45191,(X),(X),(X),31.6,(X),(X),(X),(X),31.3
2018,0400000US32,Nevada,1075930,6.1,4,9.2,10.1,14.1,19.1,13.4,14.1,5.2,4.7,57598,77319,35.4,(X),(X),683185,477255,392745,4.1,1.8,11.1,2.3,1.2,7.5,6.5,4.1,14.7,8.5,6.5,13.7,13.2,11.7,15.9,20,20.1,17.1,15.4,17.3,8.8,17.2,20.9,7.2,6.7,8.6,2,6,7.9,2,68700,81108,37250,88777,102349,52890,(X),(X),(X),36.299999999999997,(X),(X),(X),(X),31.9
2018,0400000US33,New Hampshire,528078,3.8,3.2,7.3,7.9,10.9,17.5,14,18.5,8.5,8.4,74057,95876,30,(X),(X),348905,277398,179173,2,0.7,8.1,1.3,0.6,7.4,4,2.2,14.7,5.5,3.9,13.1,9.3,7.6,14.9,17.2,16.2,17.9,15.7,16.8,9.7,22.9,25.9,8.7,11,13,2.8,11,13.1,2.6,91245,103111,40954,112822,125370,57837,(X),(X),(X),29.7,(X),(X),(X),(X),29
2018,0400000US34,New Jersey,3213362,5.1,3.3,7.4,7.1,9.8,14.9,12.1,17.5,9.7,13,79363,110140,37.2,(X),(X),2222368,1646548,990994,3,1.1,11,1.8,0.9,7.1,5,2.7,13.7,5.8,4,10.7,8.6,6.8,12.7,13.9,12.5,16.9,12.7,12.8,10.4,20.4,23.2,10.2,12,14.6,3.6,16.7,21.3,3.7,98047,117666,43034,129025,150258,63080,(X),(X),(X),38.200000000000003,(X),(X),(X),(X),33.1
2018,0400000US35,New Mexico,775651,9.2,6,12,10.9,13.6,17.3,11.3,11.8,4.2,3.7,48059,66565,31.7,(X),(X),492776,342830,282875,6.1,2.6,16.5,3.8,2.1,10.3,9.5,6.6,16.9,9.8,8,13,13,12,14.2,18.9,19.8,13.9,13.4,15.8,6.7,14.8,18.9,5.8,5.6,7.4,1.6,5,6.9,1.2,59175,73379,29413,78165,92985,43262,(X),(X),(X),33.1,(X),(X),(X),(X),27.4
2018,0400000US36,New York,7316537,6.7,5.2,8.8,8.2,10.9,15.6,11.9,15.4,7.6,9.7,65323,97424,39.7,(X),(X),4634204,3232009,2682333,4.3,1.6,11.9,2.9,1.5,9.5,6.6,4.1,13.3,7.2,5.4,10.5,10.3,8.6,12.3,15.8,15,15.3,13,13.9,9.4,18.2,21.5,9.5,9.4,12,3.8,12.4,16.4,4.5,80419,99787,40403,114090,136373,64251,(X),(X),(X),41.8,(X),(X),(X),(X),34.4
2018,0400000US37,North Carolina,3918597,6.8,5.4,10.7,10.7,14.2,18.1,12,12.5,4.7,4.9,52413,73753,32.6,(X),(X),2573526,1886087,1345071,4.3,1.5,12.6,3,1.3,10.6,7.7,4.7,17,9.3,7.1,13.9,13.4,11.9,15.8,19.2,19.9,15.2,14.4,16.9,6.8,15.9,19.9,5.1,6.2,8.1,1.5,6.6,8.6,1.5,65097,79729,31655,87271,102741,45208,(X),(X),(X),33.299999999999997,(X),(X),(X),(X),30
2018,0400000US38,North Dakota,314903,5.7,4.2,8.2,8.9,12.7,18.1,14.3,16.5,5.9,5.6,63473,84043,32.7,(X),(X),188288,151214,126615,3,1.1,10.5,1.7,0.8,8.3,4.2,2.6,14.6,6.2,4.3,13.5,10.3,8.5,16.8,18.3,18,17.5,17.4,19.1,8.8,22.6,26.2,6.5,8.4,10,1.8,8,9.4,1.7,83272,93643,37577,103731,115706,51729,(X),(X),(X),32.5,(X),(X),(X),(X),32.1
2018,0400000US39,Ohio,4654075,7.2,4.9,10.2,10.1,13.7,18.3,12.6,13.6,4.9,4.5,54533,74109,31.6,(X),(X),2953760,2145423,1700315,4.4,1.3,13.2,2.7,1.1,9,6.5,3.4,17.3,8,5.7,14.3,12.6,11.2,15.7,19.5,20.2,15.7,15.2,17.7,7.2,18,22.5,5.1,6.7,8.8,1.3,6.2,8.2,1.3,69837,84407,31989,89168,105028,45022,(X),(X),(X),32,(X),(X),(X),(X),29.6
2018,0400000US40,Oklahoma,1474620,7.1,5.4,11,10.9,14.4,18.6,12.2,12.2,4.2,4,51424,70262,35.2,(X),(X),975462,718745,499158,4.5,1.6,13.7,2.9,1.5,10.8,7.8,5,18,9.3,7.3,14.4,13.8,12.6,15.3,20.2,21.5,14.6,14.7,17.1,6.4,15.7,19.3,4.5,5.6,7.2,1.1,5.4,6.9,1.2,63574,75771,29954,82950,96186,42443,(X),(X),(X),35.6,(X),(X),(X),(X),32.7
2018,0400000US41,Oregon,1591835,6,4.4,9.3,9.7,13,18.4,13.2,14.5,5.7,5.7,59393,80040,29.4,(X),(X),1005869,772458,585966,3.6,1.4,11.5,2.3,1.1,8.6,6.3,4,15.3,8,6.5,13.1,12.2,10.8,14.7,19.2,19.4,16.4,15.2,16.9,8.9,18.1,21.3,7.3,7.5,9.2,2.2,7.7,9.5,2,72823,84336,36307,94186,106829,51716,(X),(X),(X),29,(X),(X),(X),(X),28
2018,0400000US42,Pennsylvania,5025132,6.3,4.5,9.6,9.5,12.7,17.9,12.9,14.7,5.9,6,59445,81549,34.6,(X),(X),3232070,2408669,1793062,3.6,1.2,12.2,2.3,1,8.8,5.8,3.3,17.2,7.5,5.6,13.5,11.7,10.1,14.7,18.8,18.6,16.1,15.2,16.9,7.8,18.9,22.7,6.2,8,10,1.8,8.2,10.5,1.8,75477,89561,33403,97993,113251,48752,(X),(X),(X),34.9,(X),(X),(X),(X),32.8
2018,0400000US44,Rhode Island,410885,6.8,5.3,9,8.3,11.4,16.5,12.6,16.4,7.1,6.7,63296,85527,36.1,(X),(X),255666,182276,155219,3.6,1.1,13.2,2.6,1,10.1,5.9,3,14.8,7,4.5,10.8,10.3,8.5,13.5,16.5,15.7,16.4,14.8,16.4,8.3,20.8,25.5,7.9,9.6,12.3,2.7,9.1,12,2.3,81822,99603,35959,102894,121692,53346,(X),(X),(X),37.4,(X),(X),(X),(X),32.7
2018,0400000US45,South Carolina,1894711,7.7,5.5,10.9,11,14,18.4,12.1,12.1,4.3,4,51015,70093,35.8,(X),(X),1249795,892969,644916,4.7,1.6,14.4,3,1.2,10.8,7.9,4.7,17.4,9.6,7.1,14.1,13.6,12.2,14.7,19.7,20.5,15,14.6,17.6,6.5,15.7,20.1,4.5,5.7,7.6,1.2,5.4,7.3,1.2,63437,78260,29906,82909,98637,42772,(X),(X),(X),36,(X),(X),(X),(X),33.9
2018,0400000US46,South Dakota,341565,5.8,4.9,9.1,10.6,14,19.5,14.4,13.7,4.2,3.9,56499,73768,29.2,(X),(X),216985,170352,124580,3.6,1.3,10.4,2.2,0.9,9.9,5.6,3.1,15.9,7.8,5.5,16.3,12.1,10.1,17.8,20.7,21.5,16.5,18.2,21.2,6.7,18.7,22.5,4,5.8,7.1,1.1,5.4,6.6,1.2,72706,83059,33085,89092,101280,44375,(X),(X),(X),29.4,(X),(X),(X),(X),27.7
2018,0400000US47,Tennessee,2567061,7.4,5.5,11.2,10.8,14.3,18.4,11.9,12,4.3,4.3,50972,71458,34.8,(X),(X),1695846,1241573,871215,4.7,1.6,13.9,3.1,1.5,10.6,8.1,5.1,17.7,9.4,7.6,14,13.7,12.3,15.3,19.8,21,14.8,14.4,16.9,6.3,15.3,19.1,4.7,5.7,7.3,1.3,5.7,7.4,1.4,63096,76120,30223,84434,98645,43652,(X),(X),(X),35.299999999999997,(X),(X),(X),(X),32.4
2018,0400000US48,Texas,9553046,6.4,4.4,9.3,9.6,12.8,17.7,12.2,14.6,6.2,6.9,59570,84221,34,(X),(X),6629325,4812972,2923721,4.3,1.7,12.6,2.8,1.5,8.2,7.4,4.8,14.3,8.6,6.7,12.4,12.1,10.6,14.6,17.7,17.5,17.2,13.5,15.1,8.5,17.2,21,7.4,7.7,9.8,2.3,8.7,11.4,2.5,70423,86102,37139,96001,112823,53665,(X),(X),(X),35.1,(X),(X),(X),(X),29.8
2018,0400000US49,Utah,957619,4.2,3.1,6.8,8.1,12.7,20.2,15.2,17.6,6.4,5.7,68374,87053,29.6,(X),(X),716884,587505,240735,2.6,1.2,10.1,1.9,1.2,7.2,4.6,3.2,14.4,6.5,5.2,13.6,11.5,10.3,16.8,20.9,20.8,17.8,17,18.2,8.9,20.6,23.2,7.3,7.6,8.8,2,6.9,8,1.8,77732,85652,38643,96935,105701,52796,(X),(X),(X),28.9,(X),(X),(X),(X),29.2
2018,0400000US50,Vermont,259589,4.9,5.2,9.5,9.4,12.7,18.8,14,15.3,5.1,5,60076,78472,30.2,(X),(X),158406,124868,101183,2.9,1.2,9,2,0.8,10.5,5.7,3.8,16.4,7,5.2,13.5,11.5,9.6,15.3,19.4,19.4,17.5,17.2,19,8.3,20.3,24,6.1,7.1,8.6,1.7,6.8,8.3,1.8,77193,87567,35479,95100,107036,49026,(X),(X),(X),29.5,(X),(X),(X),(X),29.9
2018,0400000US51,Virginia,3128415,5.3,3.7,7.4,7.7,11.3,16.7,12.9,16.8,8.2,10.1,71564,98000,33.2,(X),(X),2085245,1578357,1043170,3.2,1.1,10.4,1.9,0.9,7.5,5,2.8,12.9,6.4,4.4,10.9,10.1,8.3,14.1,16.5,16,16.9,14,15.1,10,19.5,22.6,10.3,10.2,12.4,3.7,13.2,16.6,3.2,86628,102551,43168,114218,131273,61812,(X),(X),(X),33.4,(X),(X),(X),(X),31
2018,0400000US53,Washington,2800423,5.2,3.4,7.3,7.8,11.8,17.7,13.6,17.1,7.7,8.4,70116,93847,28.9,(X),(X),1813296,1407804,987127,3,1.1,10.4,1.9,1,6.7,4.8,2.7,12.7,6.2,4.6,11.4,10.4,8.8,14.7,17.7,17.1,17.6,15,16.2,10.4,20.4,23.5,9.7,9.7,11.7,3.4,10.9,13.3,3.1,84182,97444,43327,109100,123325,61081,(X),(X),(X),28.8,(X),(X),(X),(X),27.3
2018,0400000US54,West Virginia,734676,9,6.2,13.2,11.6,14.4,17.9,11,10.7,3.2,2.7,44921,61225,33,(X),(X),475835,358834,258841,5.5,2.1,17,3.7,2.1,11.4,9,6.3,21.4,10.1,8.7,14.8,14.6,14.4,13.5,20.7,22.2,11.9,14,16.5,4.9,14.3,17.5,3.5,4.5,5.7,0.8,3.6,4.5,0.9,57598,67860,25084,73168,83590,36687,(X),(X),(X),33.4,(X),(X),(X),(X),30.5
2018,0400000US55,Wisconsin,2343129,5,4.5,9.5,9.7,13.6,19.1,13.9,15.1,5.2,4.4,59209,77687,30.3,(X),(X),1484455,1147230,858674,2.8,1,9.6,2.2,0.9,9.1,5.5,3.1,17,7.3,5.4,14.4,12,10.3,16.8,19.9,19.8,17.3,17,19.1,7.7,19.9,24,5.5,7.2,8.9,1.3,6.2,7.6,1.2,75313,86988,34971,93565,106321,47155,(X),(X),(X),29.8,(X),(X),(X),(X),29.9
2018,0400000US56,Wyoming,230630,5,4,9.3,9.3,13.1,18.3,14.3,17.1,5.5,4.1,62268,79257,33,(X),(X),148692,118904,81938,2.7,1.1,10.1,1.9,1,8.1,5.5,3.7,16.7,7.2,5.3,14.1,11.8,10.7,15.5,19,18.6,16.5,17.2,19,8.6,22,25.4,6.8,7.4,8.7,1.9,5.4,6.5,1.6,77480,86789,35713,92743,102642,51485,(X),(X),(X),32.799999999999997,(X),(X),(X),(X),31.7
2018,0400000US72,Puerto Rico,1205075,27.6,11.9,18.2,12.2,11.7,10,3.9,2.8,0.8,0.9,20166,32190,30,(X),(X),827819,463150,377256,22.2,11.2,42.5,10.1,8.9,16.4,18.7,19,17.5,13.7,14.8,8.7,13.5,15.8,6.7,11.7,15.6,4.8,4.6,6.4,1.5,3.3,4.9,1.2,1,1.6,0.3,1.1,1.7,0.4,24391,32067,12128,36458,46518,20294,(X),(X),(X),31.9,(X),(X),(X),(X),23.9
2019,GEO_ID,NAME,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E,S1901_C02_001E,S1901_C02_002E,S1901_C02_003E,S1901_C02_004E,S1901_C02_005E,S1901_C02_006E,S1901_C02_007E,S1901_C02_008E,S1901_C02_009E,S1901_C02_010E,S1901_C02_011E,S1901_C02_012E,S1901_C02_013E,S1901_C02_014E,S1901_C02_015E,S1901_C02_016E,S1901_C03_001E,S1901_C03_002E,S1901_C03_003E,S1901_C03_004E,S1901_C03_005E,S1901_C03_006E,S1901_C03_007E,S1901_C03_008E,S1901_C03_009E,S1901_C03_010E,S1901_C03_011E,S1901_C03_012E,S1901_C03_013E,S1901_C03_014E,S1901_C03_015E,S1901_C03_016E,S1901_C04_001E,S1901_C04_002E,S1901_C04_003E,S1901_C04_004E,S1901_C04_005E,S1901_C04_006E,S1901_C04_007E,S1901_C04_008E,S1901_C04_009E,S1901_C04_010E,S1901_C04_011E,S1901_C04_012E,S1901_C04_013E,S1901_C04_014E,S1901_C04_015E,S1901_C04_016E
2019,Geography,Geographic Area Name,Estimate!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
2019,0400000US01,Alabama,1867893,8.4,5.9,11.5,10.4,13.2,17.5,11.7,12.5,4.7,4.1,50536,69842,37.3,(X),(X),1227508,5,3.1,8.2,9.2,12.8,19.1,14.3,16.4,6.3,5.6,64430,83896,(X),37.8,(X),883521,1.6,1.4,4.7,7.1,11.6,20.2,17,20.8,8.3,7.4,79819,99369,(X),(X),(X),640385,16.1,11.7,18.7,13,14,13.7,6.2,4.5,1.1,1.1000000000000001,27335,40857,(X),(X),34.9
