Acsst5Y2010.S0101-Data.1.2,Geography,Geographic Area Name,Total  Estimate  Total Population,Male  Estimate  Total Population,Female  Estimate  Total Population,Total  Estimate  Age Under 5 Years,Male  Estimate  Age Under 5 Years,Female  Estimate  Age Under 5 Years,Total  Estimate  Age 5 To 9 Years,Male  Estimate  Age 5 To 9 Years,Female  Estimate  Age 5 To 9 Years,Total  Estimate  Age 10 To 14 Years,Male  Estimate  Age 10 To 14 Years,Female  Estimate  Age 10 To 14 Years,Total  Estimate  Age 15 To 19 Years,Male  Estimate  Age 15 To 19 Years,Female  Estimate  Age 15 To 19 Years,Total  Estimate  Age 20 To 24 Years,Male  Estimate  Age 20 To 24 Years,Female  Estimate  Age 20 To 24 Years,Total  Estimate  Age 25 To 29 Years,Male  Estimate  Age 25 To 29 Years,Female  Estimate  Age 25 To 29 Years,Total  Estimate  Age 30 To 34 Years,Male  Estimate  Age 30 To 34 Years,Female  Estimate  Age 30 To 34 Years,Total  Estimate  Age 35 To 39 Years,Male  Estimate  Age 35 To 39 Years,Female  Estimate  Age 35 To 39 Years,Total  Estimate  Age 40 To 44 Years,Male  Estimate  Age 40 To 44 Years,Female  Estimate  Age 40 To 44 Years,Total  Estimate  Age 45 To 49 Years,Male  Estimate  Age 45 To 49 Years,Female  Estimate  Age 45 To 49 Years,Total  Estimate  Age 50 To 54 Years,Male  Estimate  Age 50 To 54 Years,Female  Estimate  Age 50 To 54 Years,Total  Estimate  Age 55 To 59 Years,Male  Estimate  Age 55 To 59 Years,Female  Estimate  Age 55 To 59 Years,Total  Estimate  Age 60 To 64 Years,Male  Estimate  Age 60 To 64 Years,Female  Estimate  Age 60 To 64 Years,Total  Estimate  Age 65 To 69 Years,Male  Estimate  Age 65 To 69 Years,Female  Estimate  Age 65 To 69 Years,Total  Estimate  Age 70 To 74 Years,Male  Estimate  Age 70 To 74 Years,Female  Estimate  Age 70 To 74 Years,Total  Estimate  Age 75 To 79 Years,Male  Estimate  Age 75 To 79 Years,Female  Estimate  Age 75 To 79 Years,Total  Estimate  Age 80 To 84 Years,Male  Estimate  Age 80 To 84 Years,Female  Estimate  Age 80 To 84 Years,Total  Estimate  Age 85 Years And Over,Male  Estimate  Age 85 Years And Over,Female  Estimate  Age 85 Years And Over,Total  Estimate  Selected Age Categories 5 To 14 Years,Male  Estimate  Selected Age Categories 5 To 14 Years,Female  Estimate  Selected Age Categories 5 To 14 Years,Total  Estimate  Selected Age Categories 15 To 17 Years,Male  Estimate  Selected Age Categories 15 To 17 Years,Female  Estimate  Selected Age Categories 15 To 17 Years,Total  Estimate  Selected Age Categories 18 To 24 Years,Male  Estimate  Selected Age Categories 18 To 24 Years,Female  Estimate  Selected Age Categories 18 To 24 Years,Total  Estimate  Selected Age Categories 15 To 44 Years,Male  Estimate  Selected Age Categories 15 To 44 Years,Female  Estimate  Selected Age Categories 15 To 44 Years,Total  Estimate  Selected Age Categories 16 Years And Over,Male  Estimate  Selected Age Categories 16 Years And Over,Female  Estimate  Selected Age Categories 16 Years And Over,Total  Estimate  Selected Age Categories 18 Years And Over,Male  Estimate  Selected Age Categories 18 Years And Over,Female  Estimate  Selected Age Categories 18 Years And Over,Total  Estimate  Selected Age Categories 60 Years And Over,Male  Estimate  Selected Age Categories 60 Years And Over,Female  Estimate  Selected Age Categories 60 Years And Over,Total  Estimate  Selected Age Categories 62 Years And Over,Male  Estimate  Selected Age Categories 62 Years And Over,Female  Estimate  Selected Age Categories 62 Years And Over,Total  Estimate  Selected Age Categories 65 Years And Over,Male  Estimate  Selected Age Categories 65 Years And Over,Female  Estimate  Selected Age Categories 65 Years And Over,Total  Estimate  Selected Age Categories 75 Years And Over,Male  Estimate  Selected Age Categories 75 Years And Over,Female  Estimate  Selected Age Categories 75 Years And Over,Total  Estimate  Summary Indicators Median Age (Years),Male  Estimate  Summary Indicators Median Age (Years),Female  Estimate  Summary Indicators Median Age (Years),Total  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Male  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Female  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Total  Estimate  Summary Indicators Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Total  Estimate  Percent Imputed Sex,Male  Estimate  Percent Imputed Sex,Female  Estimate  Percent Imputed Sex,Total  Estimate  Percent Imputed Age,Male  Estimate  Percent Imputed Age,Female  Estimate  Percent Imputed Age
2018,0400000US44,Rhode Island,1056611,54587,57535,58943,73378,78980,75054,67823,63117,60294,69762,76883,76732,69313,55988,40812,27864,22569,26977,116478,37804,208869,114554,418646,873369,847742,794411,243523,214093,174210,77410,39.9,94.5,56.9,25.9,31,(X),(X),(X),513332,(X),543279,(X),5.2,28137,5.5,26450,4.9,5.4,29302,5.7,28233,5.2,5.6,30294,5.9,28649,5.3,6.9,36543,7.1,36835,6.8,7.5,39989,7.8,38991,7.2,7.1,38292,7.5,36762,6.8,6.4,34148,6.7,33675,6.2,6,31068,6.1,32049,5.9,5.7,30035,5.9,30259,5.6,6.6,33847,6.6,35915,6.6,7.3,37099,7.2,39784,7.3,7.3,36680,7.1,40052,7.4,6.6,33252,6.5,36061,6.6
2018,0400000US45,South Carolina,4955925,290090,307410,312273,323640,337510,338196,311266,302161,301115,313820,334013,334313,321035,292560,218107,142651,91192,84573,619683,186478,1096251,474672,1913888,3985183,3859674,3651466,1150118,1016378,829083,318416,39.2,94.3,63.5,27.4,36.2,(X),(X),(X),2405726,(X),2550199,(X),5.9,147614,6.1,142476,5.6,6.2,157158,6.5,150252,5.9,6.3,158505,6.6,153768,6,6.5,165945,6.9,157695,6.2,6.8,174510,7.3,163000,6.4,6.8,167118,6.9,171078,6.7,6.3,153268,6.4,157998,6.2,6.1,145983,6.1,156178,6.1,6.1,148438,6.2,152677,6,6.3,151865,6.3,161955,6.4,6.7,160572,6.7,173441,6.8,6.7,156799,6.5,177514,7,6.5,150070,6.2,170965,6.7
2018,0400000US46,South Dakota,864289,60407,59990,59016,57056,60737,57427,56862,52477,47126,47405,54298,59203,55477,45674,30908,22631,17331,20264,119006,33653,213066,84140,331685,673638,651223,615358,192285,169929,136808,60226,36.8,101.7,68,26.6,41.4,(X),(X),(X),435761,(X),428528,(X),7,30977,7.1,29430,6.9,6.9,30696,7,29294,6.8,6.8,30106,6.9,28910,6.7,6.6,30022,6.9,27034,6.3,7,31197,7.2,29540,6.9,6.6,30057,6.9,27370,6.4,6.6,29579,6.8,27283,6.4,6.1,27302,6.3,25175,5.9,5.5,24139,5.5,22987,5.4,5.5,24337,5.6,23068,5.4,6.3,27377,6.3,26921,6.3,6.8,29641,6.8,29562,6.9,6.4,27625,6.3,27852,6.5
2018,0400000US47,Tennessee,6651089,403591,412789,427445,424822,451736,463902,429109,421517,416659,437508,452747,448270,415781,360788,264939,184381,122520,112585,840234,257569,1501394,618989,2607745,5321857,5149695,4889932,1460994,1289180,1045213,419486,38.7,95.2,62,25.5,36.6,(X),(X),(X),3243678,(X),3407411,(X),6.1,206076,6.4,197515,5.8,6.2,211506,6.5,201283,5.9,6.4,217232,6.7,210213,6.2,6.4,217718,6.7,207104,6.1,6.8,227896,7,223840,6.6,7,230485,7.1,233417,6.9,6.5,211847,6.5,217262,6.4,6.3,206381,6.4,215136,6.3,6.3,207751,6.4,208908,6.1,6.6,215466,6.6,222042,6.5,6.8,219604,6.8,233143,6.8,6.7,213346,6.6,234924,6.9,6.3,197668,6.1,218113,6.4
2018,0400000US48,Texas,27885195,1998869,2028151,2057414,1987192,1998210,2069701,2024596,1915970,1851612,1777695,1733345,1658878,1445748,1157314,843401,577805,393363,365931,4085565,1208252,7292686,2777150,11847281,21394120,20592509,19396905,4783562,4169101,3337814,1337099,34.4,98.7,61.6,19.3,42.3,(X),(X),(X),13849775,(X),14035420,(X),7.2,1022326,7.4,976543,7,7.3,1029753,7.4,998398,7.1,7.4,1052203,7.6,1005211,7.2,7.1,1018800,7.4,968392,6.9,7.2,1031372,7.4,966838,6.9,7.4,1055421,7.6,1014280,7.2,7.3,1024764,7.4,999832,7.1,6.9,960504,6.9,955466,6.8,6.6,924390,6.7,927222,6.6,6.4,882591,6.4,895104,6.4,6.2,857779,6.2,875566,6.2,5.9,812347,5.9,846531,6,5.2,692151,5,753597,5.4
2018,0400000US49,Utah,3045350,252865,261429,257411,237276,254304,229415,220397,221326,189137,161074,151460,149349,139638,110313,80231,55857,38819,35049,518840,147344,919049,344236,1351855,2224253,2126301,1991680,459907,401555,320269,129725,30.7,101.3,68.6,17.7,50.9,(X),(X),(X),1532768,(X),1512582,(X),8.3,129503,8.4,123362,8.2,8.6,133298,8.7,128131,8.5,8.5,133551,8.7,123860,8.2,7.8,121035,7.9,116241,7.7,8.4,129918,8.5,124386,8.2,7.5,117104,7.6,112311,7.4,7.2,111862,7.3,108535,7.2,7.3,112895,7.4,108431,7.2,6.2,96042,6.3,93095,6.2,5.3,81757,5.3,79317,5.2,5,75563,4.9,75897,5,4.9,73856,4.8,75493,5,4.6,68289,4.5,71349,4.7
2018,0400000US50,Vermont,624977,29676,32524,33950,43222,45910,36481,36333,35262,35288,40096,46205,49272,47208,39372,28884,18442,13164,13688,66474,22196,118346,66936,232496,521723,506631,474963,160758,140824,113550,45294,42.9,97.2,59,28.9,30.1,(X),(X),(X),307973,(X),317004,(X),4.7,15391,5,14285,4.5,5.2,16449,5.3,16075,5.1,5.4,17800,5.8,16150,5.1,6.9,22224,7.2,20998,6.6,7.3,23676,7.7,22234,7,5.8,18658,6.1,17823,5.6,5.8,18035,5.9,18298,5.8,5.6,17074,5.5,18188,5.7,5.6,17672,5.7,17616,5.6,6.4,19930,6.5,20166,6.4,7.4,22383,7.3,23822,7.5,7.9,23844,7.7,25428,8,7.6,22990,7.5,24218,7.6
2018,0400000US51,Virginia,8413774,509955,519276,522823,547867,583501,589761,580700,557347,538931,564733,592357,567471,508806,425580,307160,211854,142307,143345,1042099,315373,1867427,815995,3398107,6756219,6546347,6192849,1739052,1521893,1230246,497506,38.1,96.8,58.3,23.1,35.1,(X),(X),(X),4138574,(X),4275200,(X),6.1,262126,6.3,247829,5.8,6.2,262476,6.3,256800,6,6.2,268863,6.5,253960,5.9,6.5,278490,6.7,269377,6.3,6.9,303140,7.3,280361,6.6,7,299119,7.2,290642,6.8,6.9,292064,7.1,288636,6.8,6.6,275908,6.7,281439,6.6,6.4,268434,6.5,270497,6.3,6.7,277972,6.7,286761,6.7,7,288812,7,303545,7.1,6.7,275455,6.7,292016,6.8,6,241905,5.8,266901,6.2
2018,0400000US53,Washington,7294336,453008,462578,447295,444352,485160,550681,535514,499732,456624,467768,476486,487173,454466,377479,273008,175084,119469,128459,909873,269994,1632875,659518,2972063,5843155,5661461,5390153,1527965,1339510,1073499,423012,37.6,99.9,59,23.4,35.6,(X),(X),(X),3645665,(X),3648671,(X),6.2,232133,6.4,220875,6.1,6.3,236092,6.5,226486,6.2,6.1,228937,6.3,218358,6,6.1,228254,6.3,216098,5.9,6.7,253429,7,231731,6.4,7.5,285382,7.8,265299,7.3,7.3,273997,7.5,261517,7.2,6.9,253272,6.9,246460,6.8,6.3,231804,6.4,224820,6.2,6.4,236156,6.5,231612,6.3,6.5,237502,6.5,238984,6.5,6.7,240142,6.6,247031,6.8,6.2,219539,6,234927,6.4
2018,0400000US54,West Virginia,1829054,99291,102100,107044,110333,118202,110888,105360,108210,114552,117794,124958,132236,133367,119394,83318,61539,40321,40147,209144,64938,373373,163597,667545,1499244,1455681,1384760,478086,424013,344719,142007,42.4,97.8,64.6,31,33.6,(X),(X),(X),904196,(X),924858,(X),5.4,51075,5.6,48216,5.2,5.6,52365,5.8,49735,5.4,5.9,54629,6,52415,5.7,6,57156,6.3,53177,5.7,6.5,60599,6.7,57603,6.2,6.1,56442,6.2,54446,5.9,5.8,53366,5.9,51994,5.6,5.9,54838,6.1,53372,5.8,6.3,57543,6.4,57009,6.2,6.4,59124,6.5,58670,6.3,6.8,61837,6.8,63121,6.8,7.2,64397,7.1,67839,7.3,7.3,65104,7.2,68263,7.4
2018,0400000US55,Wisconsin,5778394,335920,357753,370491,381105,402236,361461,368443,358163,336181,365843,411833,424779,379491,308941,218427,156626,114686,126015,728244,224779,1288943,558562,2207589,4639447,4489451,4251072,1304186,1144838,924695,397327,39.3,98.8,62.1,25.9,36.2,(X),(X),(X),2872376,(X),2906018,(X),5.8,172146,6,163774,5.6,6.2,182519,6.4,175234,6,6.4,190095,6.6,180396,6.2,6.6,194388,6.8,186717,6.4,7,204679,7.1,197557,6.8,6.3,185965,6.5,175496,6,6.4,186545,6.5,181898,6.3,6.2,182487,6.4,175676,6,5.8,168620,5.9,167561,5.8,6.3,183678,6.4,182165,6.3,7.1,204999,7.1,206834,7.1,7.4,210262,7.3,214517,7.4,6.6,188233,6.6,191258,6.6
2018,0400000US56,Wyoming,581836,37270,39680,38940,36734,39921,39903,40486,37972,33559,32792,36165,40523,40114,31209,21667,14895,10392,9614,78620,21829,137719,54826,228575,458979,444117,420097,127891,110819,87777,34901,37.3,104.3,63.3,24.6,38.6,(X),(X),(X),296979,(X),284857,(X),6.4,19089,6.4,18181,6.4,6.8,19686,6.6,19994,7,6.7,20678,7,18262,6.4,6.3,19411,6.5,17323,6.1,6.9,21458,7.2,18463,6.5,6.9,20758,7,19145,6.7,7,21153,7.1,19333,6.8,6.5,19808,6.7,18164,6.4,5.8,17379,5.9,16180,5.7,5.6,17028,5.7,15764,5.5,6.2,18198,6.1,17967,6.3,7,19988,6.7,20535,7.2,6.9,20625,6.9,19489,6.8
2018,0400000US72,Puerto Rico,3386941,157638,185956,207704,230407,240838,222881,199171,209558,215099,218156,227538,217688,213684,195828,163772,122154,83314,75555,393660,136647,687945,334598,1317954,2793000,2698996,2552663,854307,766277,640623,281023,40.9,90.9,64.5,31.1,33.4,(X),(X),(X),1612865,(X),1774076,(X),4.7,80711,5,76927,4.3,5.5,94778,5.9,91178,5.1,6.1,106025,6.6,101679,5.7,6.8,117645,7.3,112762,6.4,7.1,121684,7.5,119154,6.7,6.6,110292,6.8,112589,6.3,5.9,95444,5.9,103727,5.8,6.2,98687,6.1,110871,6.2,6.4,102939,6.4,112160,6.3,6.4,103233,6.4,114923,6.5,6.7,105233,6.5,122305,6.9,6.4,101240,6.3,116448,6.6,6.3,96225,6,117459,6.6
2019,0400000US01,Alabama,4876250,293187,301064,310456,322486,328180,332622,305325,300441,295947,309555,323104,333209,315793,267037,209644,145096,98755,84349,611520,191669,1096376,458997,1885001,3907144,3779874,3577760,1120674,989899,804881,328200,39,93.7,63.9,27.1,36.9,(X),(X),(X),6,6.2,6.4,6.6,6.7,6.8,6.3,6.2,6.1,6.3,6.6,6.8,6.5,5.5,4.3,3,2,1.7,12.5,3.9,22.5,9.4,38.7,80.1,77.5,73.4,23,20.3,16.5,6.7,(X),(X),(X),(X),(X),0.1,1.9,2359355,149090,153494,158617,163237,165975,165052,149779,145896,142753,150054,156317,159122,149773,124066,96020,62845,39335,27930,312111,98257,559458,230955,932692,1865177,1799897,1699047,499969,438487,350196,130110,37.5
2019,0400000US02,Alaska,737068,53237,52810,49269,46704,54462,62205,57119,50772,42612,43926,46771,50085,44513,34207,22080,11822,7987,6487,102079,29078,184394,72088,313874,571681,552674,524891,127096,107739,82583,26296,34.3,109.3,56.8,17.6,39.2,(X),(X),(X),7.2,7.2,6.7,6.3,7.4,8.4,7.7,6.9,5.8,6,6.3,6.8,6,4.6,3,1.6,1.1,0.9,13.8,3.9,25,9.8,42.6,77.6,75,71.2,17.2,14.6,11.2,3.6,(X),(X),(X),(X),(X),0.1,2.8,384915,27062,26776,25921,24946,31445,33136,30027,26569,21886,22918,24477,25581,23196,18060,10959,5844,3606,2506,52697,15200,94959,41191,168009,299939,289956,274056,64171,54345,40975,11956,33.8
2019,0400000US04,Arizona,7050299,433968,450570,471732,473352,488145,501361,463586,443641,423147,424984,422378,427508,419179,386197,314323,229807,145475,130946,922302,279074,1635344,682423,2793232,5600921,5414955,5118022,1625927,1454601,1206748,506228,37.7,98.8,67.5,28.7,38.9,(X),(X),(X),6.2,6.4,6.7,6.7,6.9,7.1,6.6,6.3,6,6,6,6.1,5.9,5.5,4.5,3.3,2.1,1.9,13.1,4,23.2,9.7,39.6,79.4,76.8,72.6,23.1,20.6,17.1,7.2,(X),(X),(X),(X),(X),0.1,1.9,3504509,221817,228224,241782,241518,254535,260409,239400,224585,213395,211838,208076,204916,198072,179768,148322,108212,67677,51963,470006,142358,834181,353695,1433842,2765260,2670328,2517753,754014,672660,555942,227852,36.3
2019,0400000US05,Arkansas,2999370,189636,196874,197804,201105,202312,202000,189817,187837,180620,182033,189778,195220,185556,162254,128119,91923,59859,56623,394678,119954,704268,283463,1163691,2374747,2295102,2169895,684334,607439,498778,208405,38.1,96.3,67,27.8,39.2,(X),(X),(X),6.3,6.6,6.6,6.7,6.7,6.7,6.3,6.3,6,6.1,6.3,6.5,6.2,5.4,4.3,3.1,2,1.9,13.2,4,23.5,9.5,38.8,79.2,76.5,72.3,22.8,20.3,16.6,6.9,(X),(X),(X),(X),(X),0.1,1.5,1471760,96986,100270,101442,103079,103942,100466,95098,92836,89930,89791,93367,94658,88268,76665,58729,42066,24801,19366,201712,61421,360119,145600,585351,1152812,1111641,1046913,309895,273560,221627,86233,36.8
2019,0400000US06,California,39283497,2451528,2468226,2575463,2565170,2751567,3078492,2889372,2681376,2524511,2563634,2537788,2473228,2237101,1825318,1346953,939019,661222,713529,5043689,1526929,9022146,3789808,16490488,31284669,30261351,28663349,7723142,6769198,5486041,2313770,36.5,98.8,58.6,22.1,36.4,(X),(X),(X),6.2,6.3,6.6,6.5,7,7.8,7.4,6.8,6.4,6.5,6.5,6.3,5.7,4.6,3.4,2.4,1.7,1.8,12.8,3.9,23,9.6,42,79.6,77,73,19.7,17.2,14,5.9,(X),(X),(X),(X),(X),0.1,2.1,19526298,1254607,1257974,1318355,1309797,1420280,1591508,1484698,1359631,1262846,1279131,1261859,1209041,1078699,858876,617578,420939,278686,261793,2576329,779960,4610896,1950117,8428760,15439989,14915402,14090127,3516571,3052737,2437872,961418,35.4
2019,0400000US08,Colorado,5610349,334032,353262,360944,358555,377977,439062,432438,401427,362756,361773,351747,364162,338508,278646,199699,127697,83029,84635,714206,212767,1261005,523765,2372215,4489308,4349344,4129132,1112214,969351,773706,295361,36.7,101.3,56.9,21.6,35.3,(X),(X),(X),6,6.3,6.4,6.4,6.7,7.8,7.7,7.2,6.5,6.4,6.3,6.5,6,5,3.6,2.3,1.5,1.5,12.7,3.8,22.5,9.3,42.3,80,77.5,73.6,19.8,17.3,13.8,5.3,(X),(X),(X),(X),(X),0.1,1.6,2823201,170300,180524,185281,184956,197725,229326,225509,205640,187064,184400,175678,179037,164032,134728,94181,58616,35363,30841,365805,108925,645030,273756,1230220,2249860,2178171,2063179,517761,448569,353729,124820,35.8
2019,0400000US09,Connecticut,3575074,183808,198000,221325,244249,244597,221103,220639,210658,214081,242143,266285,264804,242329,189692,146730,102235,72652,89744,419325,140700,743833,348146,1355327,2924968,2831241,2676704,843382,740047,601053,264631,41,95.3,60.3,27,33.4,(X),(X),(X),5.1,5.5,6.2,6.8,6.8,6.2,6.2,5.9,6,6.8,7.4,7.4,6.8,5.3,4.1,2.9,2,2.5,11.7,3.9,20.8,9.7,37.9,81.8,79.2,74.9,23.6,20.7,16.8,7.4,(X),(X),(X),(X),(X),0.1,1.5,1744245,94516,100677,113237,124650,126201,113876,110366,103719,104301,117313,129088,128121,117147,89356,66940,45353,28713,30671,213914,71984,380414,178867,683113,1411653,1363831,1285726,378180,328591,261033,104737,39.2
2019,0400000US10,Delaware,957248,54830,53774,60206,59894,59224,66417,61201,56787,53811,59100,65154,67766,64910,58651,45535,32324,19237,18427,113980,34874,203684,84244,357334,777026,753564,714863,239084,213119,174174,69988,40.6,93.6,65.2,30.1,35.2,(X),(X),(X),5.7,5.6,6.3,6.3,6.2,6.9,6.4,5.9,5.6,6.2,6.8,7.1,6.8,6.1,4.8,3.4,2,1.9,11.9,3.6,21.3,8.8,37.3,81.2,78.7,74.7,25,22.3,18.2,7.3,(X),(X),(X),(X),(X),0.1,1.7,462890,27732,27087,30472,30190,30098,33367,30570,28083,25779,28420,31229,32502,29685,26944,21051,14556,8097,7028,57559,17785,103076,42503,178087,371917,359814,341093,107361,95070,77676,29681,38.8
2019,0400000US11,District of Columbia,692683,45040,34261,28945,37440,52881,82793,79079,59186,43115,38482,37641,36739,33411,27480,20674,14795,9543,11178,63206,15684,123930,74637,354494,579127,568753,535709,117081,103340,83670,35516,34,90.3,42.8,17.2,25.5,(X),(X),(X),6.5,4.9,4.2,5.4,7.6,12,11.4,8.5,6.2,5.6,5.4,5.3,4.8,4,3,2.1,1.4,1.6,9.1,2.3,17.9,10.8,51.2,83.6,82.1,77.3,16.9,14.9,12.1,5.1,(X),(X),(X),(X),(X),0.1,2.5,328644,22874,17846,13997,17548,24204,38104,37811,29531,20961,19316,18929,18428,14833,11906,9005,6075,3550,3726,31843,7905,62622,33847,168159,270992,266022,250925,49095,42788,34262,13351,33.9
2019,0400000US12,Florida,20901636,1128214,1132263,1197885,1206046,1271483,1396796,1320057,1279695,1245588,1332597,1409437,1431138,1345009,1266507,1054887,798960,540415,544659,2330148,724100,4182462,1753429,7719665,17201999,16719174,15966605,5550437,4995046,4205428,1884034,42,95.7,67,33.6,33.4,(X),(X),(X),5.4,5.4,5.7,5.8,6.1,6.7,6.3,6.1,6,6.4,6.7,6.8,6.4,6.1,5,3.8,2.6,2.6,11.1,3.5,20,8.4,36.9,82.3,80,76.4,26.6,23.9,20.1,9,(X),(X),(X),(X),(X),0.1,2.4,10220813,577348,576826,612687,618333,650697,711093,665891,635575,617319,656770,689307,681973,630373,586174,488271,374097,238778,209301,1189513,369763,2136624,899267,3898908,8332461,8084189,7697901,2526994,2262992,1896621,822176,40.5
2019,0400000US13,Georgia,10403847,656677,690084,724774,728645,715388,743604,697170,698081,676053,709614,697514,666857,592901,495734,371561,249032,154337,135821,1414858,433705,2505240,1010328,4258941,8187263,7898607,7452930,1999386,1746382,1406485,539190,36.7,94.8,60.3,21.7,38.6,(X),(X),(X),6.3,6.6,7,7,6.9,7.1,6.7,6.7,6.5,6.8,6.7,6.4,5.7,4.8,3.6,2.4,1.5,1.3,13.6,4.2,24.1,9.7,40.9,78.7,75.9,71.6,19.2,16.8,13.5,5.2,(X),(X),(X),(X),(X),0.1,2.1,5062096,335418,353427,367305,369798,366382,370961,341060,337271,327778,344508,338704,321553,276360,228281,166635,110045,61592,45018,720732,220516,1276666,515664,2113250,3932823,3785430,3556753,887931,768068,611571,216655,35.4
2019,0400000US15,Hawaii,1422094,88842,84852,83615,77712,94068,104547,99760,92976,86000,86355,87666,92001,90094,83837,60084,41740,29434,38511,168467,47329,304638,124451,555063,1149147,1117456,1069739,343700,307058,253606,109685,39.1,100.6,64.6,29.4,35.3,(X),(X),(X),6.2,6,5.9,5.5,6.6,7.4,7,6.5,6,6.1,6.2,6.5,6.3,5.9,4.2,2.9,2.1,2.7,11.8,3.3,21.4,8.8,39,80.8,78.6,75.2,24.2,21.6,17.8,7.7,(X),(X),(X),(X),(X),0.1,2.9,713260,45831,43395,43196,40051,52112,55319,51230,46511,44357,43478,43593,45686,43693,40615,29006,19501,12297,13389,86591,24143,156565,68020,289580,573081,556695,530530,158501,140254,114808,45187,37.6
2019,0400000US16,Idaho,1717750,114361,124020,127418,121785,114610,114370,110604,111572,102642,99924,100100,107070,104385,91553,68644,46510,30067,28115,251438,75348,441147,161047,675583,1327132,1276603,1206295,369274,326239,264889,104692,36.4,100.5,69.8,26.2,43.6,(X),(X),(X),6.7,7.2,7.4,7.1,6.7,6.7,6.4,6.5,6,5.8,5.8,6.2,6.1,5.3,4,2.7,1.8,1.6,14.6,4.4,25.7,9.4,39.3,77.3,74.3,70.2,21.5,19,15.4,6.1,(X),(X),(X),(X),(X),0.1,1.3,861025,58246,63364,65530,62279,60185,58383,55590,56576,51894,50657,49784,51927,51467,44654,33590,21993,14196,10710,128894,38552,225692,83912,344907,660777,635333,599780,176610,155465,125143,46899,35.6
2019,0400000US17,Illinois,12770631,767193,788135,830433,837707,860864,897480,872810,842564,801967,825537,846683,863073,793651,637027,476338,337900,236541,254728,1618568,505765,2891526,1192806,5113392,10215498,9879105,9374467,2736185,2398957,1942534,829169,38.1,96.5,60.9,24.5,36.4,(X),(X),(X),6,6.2,6.5,6.6,6.7,7,6.8,6.6,6.3,6.5,6.6,6.8,6.2,5,3.7,2.6,1.9,2,12.7,4,22.6,9.3,40,80,77.4,73.4,21.4,18.8,15.2,6.5,(X),(X),(X),(X),(X),0.1,1.4,6272172,392347,402708,422860,428211,436915,454276,439469,420916,400248,408702,417296,420547,382589,299373,218086,147616,96152,83861,825568,257971,1475886,607155,2580035,4967584,4796286,4538899,1227677,1064445,845088,327629,36.8
2019,0400000US18,Indiana,6665703,418685,432282,448714,460179,475350,445665,420772,423134,396867,417949,434518,448146,419854,344711,252504,179716,120348,126309,880996,272810,1572491,662719,2621967,5273902,5093212,4805649,1443442,1268823,1023588,426373,37.7,97.2,63.8,25.2,38.6,(X),(X),(X),6.3,6.5,6.7,6.9,7.1,6.7,6.3,6.3,6,6.3,6.5,6.7,6.3,5.2,3.8,2.7,1.8,1.9,13.2,4.1,23.6,9.9,39.3,79.1,76.4,72.1,21.7,19,15.4,6.4,(X),(X),(X),(X),(X),0.1,1.1,3284846,214647,219483,231006,234924,244471,224782,210400,212415,196331,208959,214854,218670,204223,162880,116975,78760,48840,42226,450489,139112,804248,340283,1323323,2572059,2480598,2334704,653904,568654,449681,169826,36.4
2019,0400000US19,Iowa,3139508,196427,203492,206175,213547,227082,198583,196481,198798,176829,183780,196640,212305,203847,167704,122437,90945,67254,77182,409667,122643,728737,317986,1211320,2492793,2410771,2271425,729369,644668,525522,235381,38.2,98.6,66.5,27.9,38.7,(X),(X),(X),6.3,6.5,6.6,6.8,7.2,6.3,6.3,6.3,5.6,5.9,6.3,6.8,6.5,5.3,3.9,2.9,2.1,2.5,13,3.9,23.2,10.1,38.6,79.4,76.8,72.3,23.2,20.5,16.7,7.5,(X),(X),(X),(X),(X),0.1,1.4,1558536,99916,104906,104340,109415,117282,101316,100192,102137,88541,92715,98130,104304,101317,81505,58035,40629,27790,26066,209246,63034,372196,163663,618883,1228891,1186340,1115309,335342,292781,234025,94485,37
2019,0400000US20,Kansas,2910652,191113,199946,200771,201044,215499,193121,189834,185699,167614,167551,177662,190973,180498,147695,106630,76615,55980,62407,400717,119240,711070,297303,1152811,2278846,2199582,2071752,629825,556078,449327,195002,36.7,99.4,66.3,25.7,40.6,(X),(X),(X),6.6,6.9,6.9,6.9,7.4,6.6,6.5,6.4,5.8,5.8,6.1,6.6,6.2,5.1,3.7,2.6,1.9,2.1,13.8,4.1,24.4,10.2,39.6,78.3,75.6,71.2,21.6,19.1,15.4,6.7,(X),(X),(X),(X),(X),0.1,1.2,1450697,97911,101650,103190,103016,114366,100285,96321,93812,85149,84321,88198,94711,86971,71715,49995,33707,23275,22104,204840,61186,363937,156196,592949,1127494,1086760,1020649,287767,252443,200796,79086,35.4
